status	sim_time	in_0	in_1	
1	10.4912	0	0	
1	10.8276	0	0	
0	12.898	1	1	
1	13.2472	0	0	
0	9.86591	1	1	
0	0.00161221	1	1	
1	0.141656	0	0	
1	0.710774	0	0	
1	0.986081	0	0	
0	1.67636	1	1	
1	2.20784	0	0	
1	2.50324	0	0	
0	1.2663	1	1	
0	0.157679	1	1	
1	0.24391	0	0	
1	0.698208	0	0	
1	0.77263	0	0	
0	1.26856	1	1	
0	0.53719	1	1	
1	0.867206	0	0	
1	1.47688	0	0	
1	1.73261	0	0	
0	1.00509	1	1	
1	1.12816	0	0	
1	1.45913	0	0	
0	0.0635656	1	1	
1	0.263963	0	0	
1	0.406008	0	0	
1	0.430044	0	0	
0	1.51823	1	1	
1	1.68679	0	0	
1	1.89215	0	0	
1	2.06751	0	0	
0	1.42909	1	1	
1	2.19191	0	0	
1	2.25372	0	0	
0	2.33365	1	1	
1	2.42456	0	0	
1	2.43042	0	0	
1	2.43494	0	0	
1	2.64799	0	0	
0	0.761422	1	1	
1	2.40263	0	0	
1	2.67929	0	0	
1	2.69139	0	0	
1	2.94975	0	0	
0	15.4986	0.190718	1	
0	15.6211	1	0.913191	
1	15.6335	0	0	
0	16.0723	1	1	
1	16.096	0	0	
1	16.0973	0	0	
0	6.15411	1	1	
0	1.19458	1	1	
1	1.81766	0	0	
1	2.34197	0	0	
1	3.59374	0	0	
1	4.51347	0	0	
1	6.31401	0	0	
1	6.86589	0	0	
0	9.03082	1	1	
1	9.06591	0	0	
1	9.59186	0	0	
1	9.83648	0	0	
1	12.6258	0	0	
0	15.1125	1	1	
1	15.185	0	0	
1	15.3938	0	0	
0	1.2262	1	1	
1	1.47686	0	0	
1	2.82063	0	0	
0	1.67994	1	1	
1	1.83124	0	0	
1	2.74147	0	0	
1	3.87743	0	0	
1	4.14822	0	0	
1	4.24048	0	0	
0	2.65868	1	1	
1	2.75329	0	0	
1	2.90761	0	0	
0	6.47571	1	0.771098	
0	27.7092	0.028289	1	
0	9.23712	1	1	
0	2.65722	1	1	
1	3.98619	0	0	
1	4.06791	0	0	
1	6.72541	0	0	
1	7.11695	0	0	
0	8.02682	1	1	
1	8.60341	0	0	
1	8.64191	0	0	
1	9.29025	0	0	
0	9.63351	1	1	
1	9.76634	0	0	
0	5.7835	1	1	
1	5.81288	0	0	
1	5.89712	0	0	
0	6.40281	1	1	
1	6.41947	0	0	
1	7.00721	0	0	
1	8.90595	0	0	
1	9.23912	0	0	
1	9.49011	0	0	
1	10.5311	0	0	
1	10.7761	0	0	
0	15.9677	0.146419	1	
1	16.4205	0	0	
0	1.58293	1	1	
1	1.71354	0	0	
1	2.08014	0	0	
1	2.93943	0	0	
1	10.1157	0	0	
1	16.5086	0	0	
0	1.31974	1	1	
1	1.43032	0	0	
1	2.27716	0	0	
0	4.16039	1	0.649144	
1	5.36583	0	0	
1	5.86766	0	0	
1	6.40299	0	0	
1	6.49095	0	0	
0	4.16354	1	1	
1	4.26105	0	0	
1	4.26512	0	0	
0	15.1943	0.142303	1	
0	15.3462	1	1	
1	15.7311	0	0	
0	40.0229	0.0653971	1	
0	40.0859	1	1	
1	40.1041	0	0	
1	40.1591	0	0	
0	21.9205	1	1	
0	4.88136	1	1	
1	5.15807	0	0	
1	5.92703	0	0	
1	6.33122	0	0	
1	6.63546	0	0	
0	8.09479	1	1	
1	8.28777	0	0	
1	9.08771	0	0	
1	9.1329	0	0	
0	8.35083	1	1	
1	8.82689	0	0	
1	9.07229	0	0	
0	5.43594	1	1	
1	6.25081	0	0	
1	6.36211	0	0	
0	45.0356	0.141598	1	
0	14.4139	1	1	
1	14.4931	0	0	
1	15.0587	0	0	
1	15.8643	0	0	
0	18.1857	1	1	
1	18.2684	0	0	
0	5.98369	1	1	
1	6.47286	0	0	
1	6.81507	0	0	
1	6.98477	0	0	
1	7.49836	0	0	
0	8.75946	1	1	
1	9.26543	0	0	
1	9.50124	0	0	
1	10.2834	0	0	
0	24.4259	0.439382	1	
0	7.35345	1	1	
1	7.58129	0	0	
1	7.66601	0	0	
1	9.13324	0	0	
1	9.24917	0	0	
0	4.62847	1	1	
1	4.73836	0	0	
1	4.97246	0	0	
1	5.20769	0	0	
1	5.77871	0	0	
0	0.105526	1	1	
1	1.01049	0	0	
1	1.69963	0	0	
1	2.7622	0	0	
0	4.57436	1	1	
1	5.93018	0	0	
0	4.32273	1	1	
1	5.91109	0	0	
0	35.6424	0.0365407	1	
0	0.501028	1	1	
1	0.670133	0	0	
1	3.00619	0	0	
1	3.76622	0	0	
0	11.9226	1	1	
0	4.8888	1	1	
1	4.96464	0	0	
1	5.30418	0	0	
1	6.43099	0	0	
1	6.7419	0	0	
0	2.63981	1	1	
1	2.64156	0	0	
0	0.115305	1	1	
1	1.17616	0	0	
1	2.59277	0	0	
1	3.17411	0	0	
1	3.43643	0	0	
0	3.49072	1	1	
1	3.53378	0	0	
1	3.76638	0	0	
1	4.11732	0	0	
1	4.36235	0	0	
1	5.41919	0	0	
0	3.95957	1	1	
1	4.45681	0	0	
0	1.10614	1	1	
1	1.34581	0	0	
1	1.43128	0	0	
1	1.44152	0	0	
0	1.04477	1	1	
1	1.35099	0	0	
0	28.0776	0.0677271	1	
0	4.75805	1	1	
1	4.93969	0	0	
1	4.96395	0	0	
1	5.722	0	0	
1	6.00385	0	0	
0	8.78181	1	1	
1	8.82728	0	0	
1	8.85907	0	0	
1	9.0885	0	0	
0	0.855883	1	1	
1	1.24413	0	0	
1	2.19058	0	0	
1	4.49835	0	0	
1	8.53385	0	0	
0	10.3317	1	1	
0	10.418	1	1	
0	8.20221	1	1	
1	8.25262	0	0	
1	8.35544	0	0	
1	8.58467	0	0	
0	7.95091	1	1	
1	8.0328	0	0	
1	9.04104	0	0	
0	6.69385	1	1	
1	7.55084	0	0	
1	7.99443	0	0	
0	8.38859	1	1	
0	4.93413	1	1	
1	5.94381	0	0	
1	6.14178	0	0	
0	3.6962	1	1	
1	3.85207	0	0	
1	4.7258	0	0	
0	2.70916	1	1	
1	2.9215	0	0	
0	3.51933	1	1	
1	3.90353	0	0	
1	3.95958	0	0	
1	4.25605	0	0	
1	4.79578	0	0	
1	5.01601	0	0	
1	5.3564	0	0	
1	5.59919	0	0	
1	6.61977	0	0	
1	7.71376	0	0	
1	8.54289	0	0	
0	5.24629	1	1	
1	5.50105	0	0	
1	5.55154	0	0	
1	6.20005	0	0	
1	8.68328	0	0	
1	8.71185	0	0	
0	8.93624	1	1	
0	7.01046	1	1	
1	7.65786	0	0	
1	7.72816	0	0	
1	8.1605	0	0	
0	8.7224	0.0448772	1	
0	8.05641	1	0.697461	
1	8.21931	0	0	
1	8.80148	0	0	
0	0.372469	1	1	
1	1.04154	0	0	
1	2.27189	0	0	
1	3.08755	0	0	
1	3.39805	0	0	
0	9.38251	1	0.870447	
1	9.39174	0	0	
0	5.2192	1	0.788861	
1	6.00634	0	0	
1	6.17259	0	0	
1	6.42041	0	0	
1	7.70282	0	0	
1	8.10429	0	0	
1	9.39314	0	0	
0	2.01346	1	1	
1	2.17379	0	0	
1	4.15494	0	0	
1	7.26526	0	0	
0	11.0079	1	0.752092	
0	8.86903	1	1	
1	9.4119	0	0	
1	9.49797	0	0	
0	4.34676	1	1	
0	3.16925	1	0.35736	
1	3.51274	0	0	
1	3.53063	0	0	
1	4.36786	0	0	
1	4.44351	0	0	
0	2.75699	1	0.396485	
1	2.82516	0	0	
1	3.05233	0	0	
1	3.49563	0	0	
1	4.52323	0	0	
1	4.55352	0	0	
1	4.55903	0	0	
0	6.70299	0.586529	1	
1	7.02405	0	0	
1	7.5011	0	0	
0	9.7132	1	0.803084	
0	8.69133	1	0.789811	
1	9.82474	0	0	
0	49.2544	0.209223	1	
1	49.748	0	0	
0	49.8866	1	1	
0	50.0808	1	1	
0	14.7981	1	1	
1	14.9219	0	0	
0	3.84346	1	1	
1	3.91212	0	0	
1	4.00919	0	0	
1	4.32494	0	0	
1	4.34335	0	0	
0	9.00731	1	1	
0	1.05785	1	1	
1	1.45533	0	0	
0	1.46669	1	1	
1	1.53928	0	0	
1	1.57978	0	0	
1	2.25668	0	0	
1	2.4271	0	0	
1	3.57112	0	0	
1	5.62122	0	0	
0	5.82342	1	1	
1	6.30259	0	0	
1	7.27917	0	0	
1	7.86562	0	0	
1	8.25458	0	0	
1	8.72129	0	0	
0	9.32742	1	1	
0	3.31326	1	1	
1	3.64638	0	0	
1	5.28304	0	0	
1	7.11121	0	0	
1	7.16021	0	0	
0	25.6441	0.28375	1	
0	12.8265	1	1	
1	12.9152	0	0	
1	13.1901	0	0	
0	2.56307	1	1	
1	2.66115	0	0	
1	2.70821	0	0	
1	3.03502	0	0	
0	0.0936552	1	1	
1	0.136201	0	0	
1	0.736637	0	0	
1	1.18927	0	0	
0	2.51276	1	1	
1	3.39213	0	0	
1	4.36164	0	0	
0	9.12804	0.163609	1	
1	9.4286	0	0	
0	1.24212	1	1	
1	2.86952	0	0	
1	4.55334	0	0	
1	5.19431	0	0	
0	5.75658	1	1	
1	5.79193	0	0	
1	5.84336	0	0	
1	6.47402	0	0	
1	7.53752	0	0	
1	8.44026	0	0	
1	10.0746	0	0	
0	19.1786	0.529926	1	
0	19.3694	1	1	
1	19.647	0	0	
0	10.7018	1	1	
1	11.5101	0	0	
1	12.7586	0	0	
1	13.5288	0	0	
0	14.2398	1	1	
0	12.8529	1	1	
0	14.1831	0.338414	1	
1	14.2865	0	0	
1	14.3333	0	0	
1	14.3487	0	0	
0	9.63813	1	1	
1	10.0212	0	0	
1	10.1691	0	0	
1	10.1908	0	0	
0	27.5577	0.0449476	1	
0	7.28758	1	1	
1	7.53495	0	0	
1	7.80683	0	0	
0	4.59443	1	1	
1	4.70668	0	0	
1	4.78179	0	0	
1	4.94652	0	0	
1	6.74244	0	0	
1	9.38219	0	0	
0	4.22391	1	1	
1	4.43421	0	0	
1	4.74746	0	0	
1	5.08087	0	0	
0	4.60678	1	1	
1	6.05888	0	0	
1	6.9271	0	0	
0	19.5207	0.146393	1	
1	19.6101	0	0	
1	19.6989	0	0	
0	1.10708	1	1	
1	1.36243	0	0	
1	2.0755	0	0	
1	2.24066	0	0	
1	6.36212	0	0	
0	0.848799	1	1	
1	2.30064	0	0	
1	2.52788	0	0	
1	2.5924	0	0	
1	3.81814	0	0	
0	15.3671	1	1	
0	0.653057	1	1	
1	1.11009	0	0	
1	1.40031	0	0	
0	20.7849	0.391165	0.676691	
0	20.9626	0.346385	1	
0	16.0056	1	0.634548	
1	16.4266	0	0	
0	44.5189	0.300113	1	
0	17.6638	1	1	
0	2.35536	1	1	
1	2.50907	0	0	
1	2.75919	0	0	
1	2.86787	0	0	
0	10.5528	1	0.346261	
0	10.6153	1	1	
1	10.7172	0	0	
1	10.7716	0	0	
1	10.944	0	0	
1	11.0214	0	0	
1	11.6254	0	0	
1	11.7936	0	0	
1	12.0092	0	0	
0	5.32591	1	1	
1	5.57459	0	0	
1	6.01477	0	0	
1	6.54248	0	0	
0	5.45638	1	1	
1	5.50715	0	0	
1	5.54647	0	0	
1	5.76877	0	0	
1	5.92351	0	0	
1	6.87473	0	0	
0	8.21129	1	1	
1	8.71519	0	0	
0	0.18007	1	1	
1	0.557377	0	0	
1	0.583474	0	0	
1	3.96994	0	0	
1	8.92684	0	0	
0	7.79957	1	0.510318	
1	7.87151	0	0	
1	7.96748	0	0	
1	8.04279	0	0	
1	8.7666	0	0	
0	9.29759	1	1	
1	9.4348	0	0	
1	9.82825	0	0	
0	15.036	1	0.598284	
0	27.5154	0.425534	1	
0	27.8908	1	1	
1	27.8916	0	0	
0	28.4481	1	1	
0	13.2918	1	1	
0	20.0178	0.386499	1	
0	21.4416	0.681284	1	
1	21.7799	0	0	
1	22.2214	0	0	
1	22.7622	0	0	
0	23.1732	1	1	
1	23.7679	0	0	
0	11.3835	1	1	
1	11.5113	0	0	
0	11.3589	0.387378	1	
1	11.3755	0	0	
1	11.6548	0	0	
0	3.1113	0.351314	1	
1	3.16925	0	0	
1	3.18139	0	0	
1	4.14319	0	0	
0	5.69132	1	1	
1	5.73444	0	0	
1	5.82425	0	0	
0	3.5216	1	1	
1	4.40431	0	0	
1	4.92637	0	0	
1	5.09265	0	0	
1	6.72519	0	0	
0	15.3682	0.490316	1	
1	15.4715	0	0	
1	16.8682	0	0	
1	18.0804	0	0	
0	5.7914	1	1	
1	6.18224	0	0	
1	6.3535	0	0	
1	6.99242	0	0	
1	9.56387	0	0	
0	65.223	0.277712	1	
0	13.081	1	1	
0	6.01013	1	1	
1	6.13953	0	0	
1	6.38852	0	0	
1	6.58379	0	0	
1	7.97459	0	0	
0	8.47397	1	1	
1	8.8739	0	0	
1	9.14434	0	0	
1	9.27006	0	0	
1	10.9145	0	0	
0	1.97753	1	1	
1	1.98923	0	0	
1	2.10992	0	0	
1	6.06205	0	0	
0	3.44283	1	1	
1	4.0289	0	0	
1	4.6773	0	0	
1	5.141	0	0	
0	16.5025	0.294883	1	
1	16.8366	0	0	
0	3.5417	1	1	
1	3.57874	0	0	
1	3.84549	0	0	
0	5.69779	1	1	
1	5.87443	0	0	
1	6.31605	0	0	
1	6.88869	0	0	
1	7.20076	0	0	
1	7.91227	0	0	
0	61.298	0.148496	1	
0	60.8004	1	1	
0	34.421	1	1	
0	2.64347	1	1	
1	2.82031	0	0	
1	3.10769	0	0	
1	3.12045	0	0	
0	5.09424	1	1	
1	5.51289	0	0	
1	5.64912	0	0	
0	7.25605	1	1	
1	7.39523	0	0	
1	7.72561	0	0	
1	8.39431	0	0	
0	0.76038	1	1	
1	1.20583	0	0	
1	1.55405	0	0	
1	2.063	0	0	
0	6.82178	1	1	
0	25.3834	0.127737	1	
1	25.7394	0	0	
0	26.0705	1	1	
0	5.3774	1	1	
1	5.52063	0	0	
1	6.17141	0	0	
1	6.7457	0	0	
0	6.47397	1	1	
1	6.89244	0	0	
0	7.25819	1	1	
1	7.88089	0	0	
1	8.73581	0	0	
1	9.01142	0	0	
1	10.3797	0	0	
1	10.9057	0	0	
1	11.6067	0	0	
1	12.9404	0	0	
0	14.1721	1	1	
1	14.3871	0	0	
0	8.05968	1	1	
1	8.1722	0	0	
0	2.79974	1	1	
1	3.02522	0	0	
1	3.08387	0	0	
1	5.64318	0	0	
0	12.266	1	0.541646	
0	0.189413	1	1	
1	0.386969	0	0	
1	0.571205	0	0	
1	3.10182	0	0	
0	5.27387	1	0.806078	
1	5.61924	0	0	
1	5.80317	0	0	
1	7.31524	0	0	
1	7.87835	0	0	
0	3.78306	1	1	
1	4.01803	0	0	
0	5.42318	1	1	
0	2.84962	1	1	
1	3.10374	0	0	
0	0.807484	1	1	
1	0.877144	0	0	
1	1.24095	0	0	
1	1.59667	0	0	
1	2.05047	0	0	
0	2.32465	1	1	
1	2.70046	0	0	
1	3.65996	0	0	
1	4.09766	0	0	
1	4.09965	0	0	
1	4.20171	0	0	
1	4.95045	0	0	
1	5.59945	0	0	
1	5.90184	0	0	
0	7.76685	0.773853	1	
1	8.11459	0	0	
0	15.1223	0.245755	0.798958	
1	15.222	0	0	
1	15.3232	0	0	
0	12.2081	1	1	
1	13.0319	0	0	
0	9.29349	1	1	
1	9.72689	0	0	
0	2.73849	1	1	
1	3.61769	0	0	
1	3.7086	0	0	
0	4.56704	0.124728	1	
0	1.27451	1	1	
1	1.33752	0	0	
1	1.93924	0	0	
1	2.79795	0	0	
1	4.43152	0	0	
1	4.56934	0	0	
1	5.75834	0	0	
1	5.77389	0	0	
1	6.23296	0	0	
1	7.34014	0	0	
0	7.41285	1	1	
0	3.61707	1	0.379915	
1	4.80785	0	0	
1	4.86416	0	0	
0	9.29167	0.265037	1	
1	9.77108	0	0	
0	16.8723	1	0.608236	
1	16.9119	0	0	
1	17.4967	0	0	
1	17.5658	0	0	
1	17.8085	0	0	
0	18.1596	1	1	
0	18.1871	1	1	
1	18.2227	0	0	
0	18.2921	1	1	
0	6.87652	1	1	
0	7.01571	1	1	
0	3.16827	1	1	
1	3.34651	0	0	
1	4.03434	0	0	
0	29.145	0.149563	1	
0	1.05378	1	1	
1	1.22994	0	0	
1	2.41336	0	0	
1	4.23897	0	0	
1	5.78747	0	0	
0	12.5674	1	1	
1	13.547	0	0	
0	7.82898	1	1	
0	4.18971	1	1	
1	4.53162	0	0	
1	5.24138	0	0	
1	5.43818	0	0	
1	5.81335	0	0	
1	8.33888	0	0	
1	8.39863	0	0	
0	11.3533	1	1	
1	11.6079	0	0	
1	11.6975	0	0	
1	11.7639	0	0	
1	11.8486	0	0	
0	9.99956	1	1	
1	10.1117	0	0	
1	10.9273	0	0	
1	11.5077	0	0	
0	12.3938	1	1	
1	12.6372	0	0	
0	3.88615	1	1	
1	5.01261	0	0	
1	6.27398	0	0	
0	15.4043	1	0.568628	
0	11.1449	0.869817	1	
0	5.20323	1	0.663973	
1	5.66168	0	0	
1	5.72908	0	0	
1	5.98325	0	0	
1	6.96094	0	0	
0	52.5642	0.116751	1	
1	52.7156	0	0	
0	36.009	1	1	
0	0.0438733	1	1	
1	0.223576	0	0	
1	0.391184	0	0	
1	0.805581	0	0	
1	4.24449	0	0	
0	5.70903	1	1	
1	7.50704	0	0	
0	9.07202	1	1	
1	9.20414	0	0	
1	9.84021	0	0	
0	1.88042	1	1	
0	1.58994	1	1	
1	2.03959	0	0	
1	2.05177	0	0	
1	2.15156	0	0	
1	2.20792	0	0	
1	2.90433	0	0	
0	1.57796	1	1	
1	2.26337	0	0	
1	2.95458	0	0	
1	2.99595	0	0	
1	3.7195	0	0	
1	4.4521	0	0	
1	5.52621	0	0	
0	7.04806	1	1	
0	6.50881	1	1	
0	4.30213	1	1	
1	4.63615	0	0	
0	0.153193	1	1	
1	0.17644	0	0	
1	0.641905	0	0	
1	4.45803	0	0	
1	5.68485	0	0	
1	6.72737	0	0	
0	6.90767	1	1	
0	0.944969	1	1	
1	1.63975	0	0	
1	1.90275	0	0	
0	2.28699	1	1	
1	2.50257	0	0	
1	2.73108	0	0	
1	2.79256	0	0	
1	3.43745	0	0	
1	3.95743	0	0	
0	7.08398	1	1	
0	0.0782975	1	1	
1	0.399964	0	0	
1	1.97034	0	0	
1	2.26071	0	0	
0	38.4832	0.0685794	1	
0	13.7696	1	1	
1	14.3638	0	0	
1	14.6879	0	0	
1	15.2545	0	0	
0	3.70356	1	1	
1	5.95193	0	0	
0	2.45595	1	1	
1	2.69537	0	0	
0	1.33122	1	1	
1	1.64647	0	0	
1	1.73609	0	0	
1	1.90023	0	0	
1	3.41867	0	0	
1	3.60684	0	0	
1	3.74269	0	0	
0	4.89279	1	1	
0	3.33469	1	1	
0	0.609686	1	1	
1	0.816597	0	0	
1	0.936797	0	0	
0	1.53252	1	1	
1	1.74697	0	0	
1	3.09073	0	0	
1	3.4949	0	0	
1	4.03231	0	0	
1	4.4751	0	0	
1	4.80744	0	0	
1	5.00855	0	0	
0	5.28229	1	1	
0	1.73796	1	1	
1	2.13788	0	0	
1	2.26724	0	0	
1	3.2606	0	0	
0	3.64883	1	1	
0	0.174364	1	1	
1	0.423102	0	0	
1	2.68698	0	0	
1	2.73609	0	0	
0	3.87508	1	1	
1	4.07524	0	0	
0	4.12663	1	1	
0	3.03222	1	1	
1	3.18649	0	0	
1	3.52581	0	0	
1	3.62773	0	0	
1	4.18083	0	0	
1	4.18647	0	0	
1	4.49467	0	0	
0	0.995708	1	1	
1	2.05185	0	0	
1	2.47794	0	0	
1	2.98098	0	0	
0	2.91456	1	1	
1	3.10125	0	0	
1	3.75362	0	0	
1	3.85702	0	0	
1	4.66661	0	0	
0	0.646492	1	1	
1	1.04099	0	0	
1	1.90303	0	0	
1	1.91174	0	0	
1	2.20293	0	0	
1	4.86793	0	0	
0	3.97063	1	0.0284616	
1	4.61312	0	0	
1	4.69774	0	0	
1	4.93905	0	0	
1	5.0251	0	0	
0	29.0697	0.0340161	1	
1	29.173	0	0	
0	10.9239	1	1	
0	2.84074	1	1	
1	3.06027	0	0	
1	3.34677	0	0	
1	5.31573	0	0	
1	8.3505	0	0	
0	10.1483	1	1	
0	2.30451	1	1	
1	2.79167	0	0	
1	3.54494	0	0	
0	3.75954	1	1	
1	3.78104	0	0	
1	3.88081	0	0	
1	4.12355	0	0	
0	4.2851	1	1	
0	4.29586	1	1	
1	4.31212	0	0	
0	1.32904	1	1	
1	1.45875	0	0	
1	2.15682	0	0	
1	2.41083	0	0	
0	4.30434	1	1	
1	4.37286	0	0	
1	4.4234	0	0	
0	1.2933	1	1	
1	1.29709	0	0	
1	2.19876	0	0	
1	4.49433	0	0	
0	3.77502	1	1	
1	4.03004	0	0	
1	4.27041	0	0	
1	4.80193	0	0	
1	4.9086	0	0	
0	1.86157	1	1	
1	1.91079	0	0	
1	2.13592	0	0	
0	5.10695	1	1	
1	5.13535	0	0	
0	27.5989	0.0519221	1	
0	15.7274	1	1	
0	15.4716	1	1	
1	15.6345	0	0	
1	15.8399	0	0	
1	15.8444	0	0	
1	15.9765	0	0	
0	14.624	1	1	
0	9.33376	1	1	
1	9.95385	0	0	
1	10.0656	0	0	
1	10.2532	0	0	
1	14.6535	0	0	
1	14.8057	0	0	
1	15.4896	0	0	
1	16.0514	0	0	
0	3.62519	1	1	
0	0.271474	1	1	
1	1.40422	0	0	
1	1.43401	0	0	
1	2.01426	0	0	
1	3.02925	0	0	
1	3.81848	0	0	
0	1.83952	1	1	
1	2.29181	0	0	
1	2.57247	0	0	
0	39.1271	0.0686217	1	
0	4.72145	1	1	
1	4.76458	0	0	
1	4.79242	0	0	
1	6.36594	0	0	
0	8.53597	1	1	
0	2.96872	1	1	
1	5.00859	0	0	
1	5.04868	0	0	
0	3.65762	1	1	
1	5.06859	0	0	
1	5.81293	0	0	
1	5.91401	0	0	
1	5.98964	0	0	
1	6.7784	0	0	
1	8.18774	0	0	
1	9.09244	0	0	
1	10.1443	0	0	
0	2.55831	1	1	
1	3.09877	0	0	
1	3.95838	0	0	
0	4.54291	1	1	
0	3.46592	1	1	
1	3.70801	0	0	
1	3.82473	0	0	
0	10.4468	0.147266	1	
0	10.4923	1	1	
0	1.52134	1	1	
1	1.91468	0	0	
0	0.153783	1	1	
1	0.272401	0	0	
1	0.28831	0	0	
1	1.15289	0	0	
1	1.63034	0	0	
0	1.85984	1	1	
1	1.96054	0	0	
1	2.11945	0	0	
1	2.17144	0	0	
1	2.24672	0	0	
1	2.24997	0	0	
1	3.73778	0	0	
0	6.87594	1	0.102724	
1	7.43039	0	0	
1	7.60466	0	0	
1	9.04185	0	0	
0	7.85205	1	1	
0	25.1342	0.406652	0.828041	
1	25.569	0	0	
0	25.5933	1	1	
1	25.6883	0	0	
0	3.60273	1	1	
1	3.90793	0	0	
1	4.46766	0	0	
1	6.41103	0	0	
0	8.01156	1	1	
0	2.17238	1	1	
1	2.83845	0	0	
1	4.29202	0	0	
0	2.27488	1	1	
0	12.743	0.0903209	1	
1	12.7616	0	0	
1	12.7699	0	0	
1	12.9175	0	0	
0	7.98068	1	1	
1	7.98449	0	0	
0	5.69779	1	1	
1	5.78334	0	0	
1	5.80811	0	0	
1	6.41623	0	0	
0	7.77369	1	0.955438	
0	4.75854	0.592945	1	
1	4.76535	0	0	
1	4.9229	0	0	
1	4.92647	0	0	
1	6.57139	0	0	
1	8.32404	0	0	
1	8.43133	0	0	
1	8.44568	0	0	
0	29.2675	0.305222	1	
0	29.3521	1	1	
0	52.0777	0.292089	1	
0	49.2186	1	1	
0	25.9852	1	1	
1	26.1153	0	0	
0	0.815402	1	1	
1	1.25379	0	0	
1	1.583	0	0	
1	1.68429	0	0	
1	1.82002	0	0	
0	3.16519	1	1	
1	3.74203	0	0	
1	3.90914	0	0	
1	4.21439	0	0	
1	4.32418	0	0	
0	0.836276	1	1	
1	1.11545	0	0	
1	3.47761	0	0	
0	4.76609	1	1	
1	4.78297	0	0	
0	32.4172	0.197003	1	
0	12.2568	1	1	
1	12.3978	0	0	
1	12.6641	0	0	
0	8.49391	1	1	
1	8.68663	0	0	
0	3.55345	1	1	
1	4.13242	0	0	
1	4.21306	0	0	
1	6.92543	0	0	
0	7.60776	1	1	
1	7.63566	0	0	
1	7.74194	0	0	
1	8.23758	0	0	
1	8.80174	0	0	
1	9.60879	0	0	
1	9.67879	0	0	
1	9.72019	0	0	
0	23.2085	0.288562	1	
0	0.588917	1	1	
1	0.595916	0	0	
1	0.903762	0	0	
1	1.47527	0	0	
0	2.7298	1	1	
1	3.01477	0	0	
0	4.09842	1	1	
1	4.32945	0	0	
1	4.4062	0	0	
1	4.8697	0	0	
1	4.94988	0	0	
1	5.33879	0	0	
1	6.56196	0	0	
0	2.35828	1	1	
1	2.96804	0	0	
1	3.37196	0	0	
1	3.9361	0	0	
1	4.80979	0	0	
0	6.56896	1	1	
1	6.71348	0	0	
0	6.71768	1	1	
0	0.140831	1	1	
1	0.658131	0	0	
1	0.974141	0	0	
1	2.24252	0	0	
1	4.1209	0	0	
1	6.85087	0	0	
1	6.89749	0	0	
0	6.97244	1	1	
0	1.44056	1	1	
1	1.56315	0	0	
1	1.81429	0	0	
1	1.82902	0	0	
1	2.92038	0	0	
0	3.46477	1	1	
1	3.50612	0	0	
1	4.77778	0	0	
0	8.05504	1	0.773933	
1	8.06436	0	0	
1	8.09324	0	0	
1	8.37072	0	0	
0	8.45377	1	1	
1	8.46328	0	0	
1	8.52917	0	0	
1	8.87691	0	0	
1	9.38799	0	0	
0	24.3398	0.0860122	1	
1	24.4465	0	0	
0	5.52304	1	1	
1	6.34001	0	0	
1	6.75141	0	0	
1	7.63843	0	0	
0	4.42439	1	1	
1	4.4625	0	0	
1	4.81275	0	0	
0	5.29986	1	1	
1	5.58434	0	0	
1	5.61866	0	0	
1	5.91555	0	0	
0	6.7981	1	1	
1	6.82061	0	0	
1	7.00103	0	0	
0	3.8305	1	1	
1	4.50031	0	0	
1	4.96855	0	0	
1	7.09639	0	0	
1	7.30571	0	0	
0	7.35349	1	1	
0	78.3355	0.0229738	1	
0	1.67529	1	1	
1	2.55175	0	0	
1	4.53133	0	0	
1	7.72294	0	0	
0	1.94415	1	1	
1	2.7493	0	0	
1	3.11687	0	0	
1	4.29894	0	0	
0	1.43993	1	1	
1	1.74022	0	0	
1	3.03767	0	0	
1	5.33474	0	0	
0	9.98558	1	1	
1	9.98682	0	0	
0	6.19392	1	1	
1	6.72276	0	0	
1	8.19688	0	0	
1	8.38748	0	0	
1	10.0853	0	0	
0	3.88624	1	1	
1	3.89861	0	0	
1	4.04092	0	0	
1	4.35842	0	0	
1	4.78447	0	0	
0	7.02424	1	1	
1	7.45585	0	0	
1	7.52803	0	0	
1	8.50709	0	0	
1	9.01644	0	0	
0	29.8584	0.0654202	1	
1	30.3403	0	0	
0	27.5866	1	1	
1	28.5133	0	0	
1	28.7262	0	0	
0	5.21735	1	1	
1	5.50931	0	0	
1	5.61528	0	0	
1	6.56919	0	0	
1	6.75425	0	0	
0	7.88014	1	1	
1	8.57353	0	0	
0	8.67608	1	1	
0	0.387888	1	1	
1	0.471582	0	0	
0	0.622375	1	1	
1	0.725822	0	0	
1	0.837558	0	0	
0	0.404346	1	1	
1	0.605557	0	0	
1	0.973367	0	0	
1	1.08444	0	0	
1	1.43017	0	0	
0	2.0728	1	1	
1	2.1673	0	0	
1	2.57075	0	0	
0	1.33036	1	1	
1	1.42213	0	0	
1	1.42531	0	0	
1	2.28322	0	0	
0	2.72635	1	1	
1	2.89203	0	0	
1	2.93747	0	0	
0	0.219872	1	1	
1	0.420251	0	0	
1	0.918491	0	0	
1	1.3271	0	0	
1	2.35319	0	0	
0	3.0108	1	1	
1	3.20148	0	0	
1	3.30527	0	0	
1	3.59871	0	0	
1	3.87892	0	0	
1	3.90691	0	0	
1	3.96426	0	0	
1	4.59119	0	0	
