status	sim_time	in_0	in_1	
1	4.45902	0	0	
0	4.62105	1	1	
1	4.85048	0	0	
1	5.0579	0	0	
1	5.11077	0	0	
1	5.36086	0	0	
1	5.78925	0	0	
1	9.11808	0	0	
0	32.7091	0.173028	1	
0	23.916	1	1	
0	19.5677	1	1	
0	13.2934	1	1	
1	13.3932	0	0	
1	13.4217	0	0	
0	1.30173	1	1	
1	1.99126	0	0	
1	2.12465	0	0	
1	2.60982	0	0	
0	4.67515	1	1	
1	5.50318	0	0	
1	6.51782	0	0	
1	7.13303	0	0	
1	7.87394	0	0	
0	9.36705	1	1	
1	9.92849	0	0	
1	9.97292	0	0	
0	9.91199	1	1	
0	39.4365	0.230557	1	
0	24.1675	1	0.931651	
0	16.4418	1	1	
1	17.4317	0	0	
0	16.1644	1	1	
1	16.8132	0	0	
0	9.63431	1	1	
0	4.14792	1	1	
1	5.13632	0	0	
1	5.45503	0	0	
0	0.823558	1	1	
1	0.90043	0	0	
1	0.943115	0	0	
1	2.30816	0	0	
1	3.25634	0	0	
0	0.619047	1	1	
1	0.777003	0	0	
1	1.02148	0	0	
0	5.28697	1	1	
1	5.82347	0	0	
1	6.44166	0	0	
0	6.7693	1	0.86109	
1	6.92205	0	0	
0	6.19937	1	1	
1	6.25119	0	0	
1	6.25405	0	0	
0	3.14695	1	1	
1	3.4521	0	0	
1	3.97009	0	0	
1	5.3222	0	0	
1	6.43245	0	0	
1	7.06607	0	0	
1	7.09918	0	0	
1	7.17736	0	0	
1	7.3512	0	0	
0	0.751631	1	1	
1	0.895558	0	0	
1	0.97223	0	0	
1	1.00786	0	0	
0	3.33131	1	1	
1	3.54378	0	0	
1	3.54993	0	0	
1	4.5717	0	0	
1	7.58076	0	0	
0	6.38312	1	1	
1	6.444	0	0	
1	6.83887	0	0	
0	4.54805	1	1	
1	5.35401	0	0	
1	6.49588	0	0	
1	6.52661	0	0	
0	11.5201	1	0.627589	
1	11.5316	0	0	
0	15.2367	1	0.79456	
1	15.6609	0	0	
1	15.7177	0	0	
0	50.6203	0.21148	1	
0	38.9026	1	1	
0	16.8212	1	1	
0	15.4275	1	0.845579	
0	10.6009	1	1	
1	10.9889	0	0	
1	11.1657	0	0	
1	11.4501	0	0	
0	5.39426	1	1	
1	5.50034	0	0	
0	5.64014	1	1	
0	4.15151	1	1	
1	5.22238	0	0	
1	5.23576	0	0	
1	5.65812	0	0	
0	3.5561	1	1	
1	3.8031	0	0	
1	3.80435	0	0	
1	4.58755	0	0	
1	6.20203	0	0	
0	1.1323	1	1	
1	1.18499	0	0	
1	1.24305	0	0	
0	1.82141	1	1	
1	1.82285	0	0	
1	1.82714	0	0	
1	1.87378	0	0	
1	2.22125	0	0	
1	2.62099	0	0	
1	6.29536	0	0	
0	1.97706	1	1	
1	2.38886	0	0	
1	2.44077	0	0	
1	2.48867	0	0	
1	6.35724	0	0	
1	6.6049	0	0	
1	6.7348	0	0	
1	6.75866	0	0	
0	1.72101	1	1	
1	2.15501	0	0	
1	2.3473	0	0	
1	2.40666	0	0	
1	2.87557	0	0	
1	6.80913	0	0	
0	6.81277	1	1	
1	6.99067	0	0	
0	5.52706	1	0.169411	
1	6.12351	0	0	
1	6.97342	0	0	
0	20.8109	0.338778	1	
0	20.4121	1	1	
0	7.94002	1	0.626027	
1	8.3589	0	0	
1	8.43309	0	0	
1	8.64497	0	0	
0	9.29511	1	1	
0	0.036792	1	1	
1	1.70846	0	0	
1	1.7271	0	0	
1	3.80645	0	0	
1	4.3337	0	0	
0	5.71509	1	1	
0	0.0223715	1	1	
1	0.464108	0	0	
1	0.781509	0	0	
1	0.798811	0	0	
1	1.5703	0	0	
1	5.8236	0	0	
1	6.65118	0	0	
1	7.60445	0	0	
0	0.000410558	1	1	
1	0.212162	0	0	
1	1.10265	0	0	
1	1.56123	0	0	
1	1.98903	0	0	
0	40.9388	0.10098	1	
0	48.5234	0.326356	1	
1	48.7011	0	0	
0	5.04294	1	1	
1	5.0618	0	0	
1	5.26825	0	0	
0	1.63397	1	1	
1	1.99727	0	0	
1	2.14636	0	0	
1	2.2066	0	0	
1	2.34335	0	0	
0	6.98465	1	1	
1	7.26646	0	0	
0	1.80594	1	1	
1	2.184	0	0	
1	2.23625	0	0	
1	2.54407	0	0	
1	2.67666	0	0	
0	66.9992	0.0885485	1	
0	16.3436	1	1	
0	7.94953	1	1	
1	7.97826	0	0	
1	8.56524	0	0	
0	4.24106	1	1	
0	3.95123	1	1	
0	1.48614	1	1	
1	1.59254	0	0	
1	2.3599	0	0	
1	2.88272	0	0	
1	4.37319	0	0	
1	4.44967	0	0	
1	4.95626	0	0	
1	4.98694	0	0	
0	5.10271	1	1	
1	5.15023	0	0	
1	5.16551	0	0	
1	5.25803	0	0	
1	5.3015	0	0	
1	5.49486	0	0	
1	5.62525	0	0	
1	5.70572	0	0	
0	7.38652	1	1	
1	8.1447	0	0	
1	8.15266	0	0	
1	8.75582	0	0	
0	9.11669	1	1	
1	9.19653	0	0	
1	9.38322	0	0	
1	9.73289	0	0	
1	9.74357	0	0	
1	9.90644	0	0	
1	10.1111	0	0	
0	10.5165	1	0.970229	
0	19.0782	0.00274163	1	
1	19.3004	0	0	
0	0.0320693	1	1	
1	0.412829	0	0	
1	0.661437	0	0	
1	2.65717	0	0	
1	3.56471	0	0	
0	6.67208	1	1	
1	6.71845	0	0	
1	7.00738	0	0	
1	7.05748	0	0	
1	8.50241	0	0	
0	9.64318	1	1	
0	9.66455	1	1	
1	9.86444	0	0	
1	9.95208	0	0	
1	10.0417	0	0	
0	10.1012	1	0.828986	
1	10.1724	0	0	
1	10.4525	0	0	
1	10.4697	0	0	
0	5.69212	1	0.166672	
1	6.92294	0	0	
0	7.23612	1	1	
0	10.2172	1	0.60314	
1	10.4829	0	0	
1	10.8201	0	0	
0	12.918	1	0.857656	
0	13.9242	1	0.884113	
1	13.9807	0	0	
0	9.80122	1	0.891648	
1	9.86299	0	0	
1	9.92235	0	0	
1	12.6941	0	0	
1	14.0682	0	0	
1	14.0793	0	0	
0	18.3763	1	0.775095	
0	27.7392	0.675733	1	
1	27.8082	0	0	
0	11.6071	1	1	
1	12.0196	0	0	
1	12.1493	0	0	
0	10.7397	1	1	
0	10.8501	1	1	
1	10.9824	0	0	
1	11.1421	0	0	
1	11.2104	0	0	
1	11.8223	0	0	
1	11.9679	0	0	
0	12.4696	1	1	
0	3.05619	1	0.33867	
1	3.1472	0	0	
0	2.4209	1	1	
1	2.9353	0	0	
1	3.33646	0	0	
1	3.39452	0	0	
1	3.80323	0	0	
1	4.3487	0	0	
1	5.09116	0	0	
0	0.434243	1	1	
1	1.15458	0	0	
1	1.16651	0	0	
0	2.84102	1	1	
1	3.09007	0	0	
1	3.23284	0	0	
1	4.10906	0	0	
1	4.49466	0	0	
0	1.35591	1	1	
1	1.8009	0	0	
1	2.66801	0	0	
1	3.12351	0	0	
0	6.10532	1	0.0844904	
1	6.21615	0	0	
1	7.89622	0	0	
0	8.17101	1	1	
1	8.17789	0	0	
0	8.7811	1	0.00174232	
1	8.78512	0	0	
0	7.37521	1	1	
1	7.40345	0	0	
1	7.85335	0	0	
1	8.9474	0	0	
0	5.78876	0.0533664	1	
1	6.36729	0	0	
1	6.43111	0	0	
1	6.73918	0	0	
0	22.5361	0.21047	1	
1	22.5708	0	0	
0	19.1393	1	0.888227	
1	19.1812	0	0	
0	1.73873	1	1	
1	2.26353	0	0	
1	2.78625	0	0	
1	2.82344	0	0	
1	6.6554	0	0	
0	11.2836	1	1	
1	11.6146	0	0	
1	11.8859	0	0	
1	15.5458	0	0	
1	15.8943	0	0	
0	30.4998	0.203874	1	
1	30.5541	0	0	
0	18.4231	1	0.756138	
1	18.5393	0	0	
0	9.29207	1	1	
0	1.27604	1	1	
1	1.32091	0	0	
1	2.15555	0	0	
0	3.93601	1	1	
1	3.9494	0	0	
1	4.07846	0	0	
0	0.315349	1	1	
1	0.445379	0	0	
1	1.02247	0	0	
1	1.19033	0	0	
1	2.58801	0	0	
1	4.27013	0	0	
1	4.30206	0	0	
0	3.37118	1	1	
1	3.84193	0	0	
1	4.45861	0	0	
1	4.77821	0	0	
1	4.83974	0	0	
0	5.60815	1	1	
0	0.504281	1	1	
1	2.1777	0	0	
1	3.46703	0	0	
1	3.54659	0	0	
1	5.67163	0	0	
1	5.74972	0	0	
1	6.10422	0	0	
1	6.18852	0	0	
0	1.78125	1	1	
1	2.46811	0	0	
1	3.08809	0	0	
0	5.88744	0.876657	0.808103	
1	5.97689	0	0	
1	6.48128	0	0	
0	3.28171	0.0900347	1	
1	3.4871	0	0	
1	4.60249	0	0	
0	22.4353	0.649399	0.552302	
1	22.777	0	0	
0	13.0567	1	1	
1	13.178	0	0	
1	14.1152	0	0	
0	12.1618	1	1	
1	12.3266	0	0	
0	6.11951	1	1	
1	6.51277	0	0	
1	6.80502	0	0	
0	12.1179	1	0.412401	
1	12.3786	0	0	
0	8.31824	1	1	
1	8.35179	0	0	
1	9.84755	0	0	
1	10.8403	0	0	
1	12.8229	0	0	
0	13.1869	1	1	
1	13.3478	0	0	
1	13.5967	0	0	
1	13.658	0	0	
0	5.19787	1	1	
1	6.80571	0	0	
1	7.07287	0	0	
0	25.1254	0.112561	1	
0	12.8525	1	0.572361	
1	13.2031	0	0	
0	0.421549	1	1	
0	6.01847	1	0.0513808	
1	6.11882	0	0	
1	6.42061	0	0	
1	7.41571	0	0	
1	12.5736	0	0	
1	13.7428	0	0	
1	14.665	0	0	
0	15.4552	1	1	
1	16.0478	0	0	
1	16.2515	0	0	
1	16.3027	0	0	
0	7.32682	1	1	
1	7.68755	0	0	
1	7.90918	0	0	
0	9.30702	1	0.870547	
1	9.36266	0	0	
1	9.39153	0	0	
1	10.1076	0	0	
1	10.3585	0	0	
0	1.3867	1	0.240058	
1	1.38968	0	0	
1	1.59617	0	0	
1	2.11302	0	0	
1	2.42886	0	0	
0	24.839	0.114326	1	
0	13.2202	1	1	
0	0.346092	1	1	
1	0.524521	0	0	
1	1.02294	0	0	
1	1.21727	0	0	
1	1.82395	0	0	
0	7.23026	1	1	
1	7.32019	0	0	
1	7.97494	0	0	
0	8.09739	1	1	
1	8.15063	0	0	
1	8.71113	0	0	
1	9.24819	0	0	
0	9.28713	1	0.816791	
0	8.22399	1	1	
1	8.29247	0	0	
0	5.21838	1	1	
1	5.29124	0	0	
1	5.4147	0	0	
1	5.49416	0	0	
1	7.89538	0	0	
1	9.06157	0	0	
0	6.98671	1	1	
0	19.7103	0.0593048	1	
0	5.39125	1	1	
1	5.76633	0	0	
1	6.63115	0	0	
1	7.98434	0	0	
0	2.17276	1	1	
1	2.30265	0	0	
1	2.71916	0	0	
1	4.2117	0	0	
1	5.99926	0	0	
0	2.41862	1	1	
1	2.75701	0	0	
1	2.76627	0	0	
1	5.02255	0	0	
1	5.3771	0	0	
0	14.6468	1	1	
1	15.5693	0	0	
1	15.6985	0	0	
1	15.8075	0	0	
1	16.2932	0	0	
0	10.3519	1	1	
1	10.3939	0	0	
1	11.0747	0	0	
0	0.408798	1	1	
1	0.460317	0	0	
1	0.655381	0	0	
1	2.59225	0	0	
1	3.48466	0	0	
0	11.651	1	0.841852	
1	12.0543	0	0	
1	12.2518	0	0	
0	11.7283	1	0.589124	
1	11.9584	0	0	
0	8.12316	1	0.549498	
1	8.22991	0	0	
1	8.31583	0	0	
1	9.65522	0	0	
1	9.98852	0	0	
1	10.5814	0	0	
1	12.2916	0	0	
0	7.20585	1	0.52306	
1	7.48802	0	0	
1	7.55326	0	0	
1	10.0192	0	0	
1	12.5279	0	0	
0	18.8379	0.412319	1	
1	18.9475	0	0	
0	18.9662	1	1	
0	6.20192	1	1	
1	6.68338	0	0	
1	7.01297	0	0	
1	8.58065	0	0	
1	9.31635	0	0	
1	19.1092	0	0	
0	18.6965	1	1	
0	7.21381	1	1	
1	8.24069	0	0	
0	19.8976	1	0.391986	
0	13.8098	1	1	
0	12.7023	0.193071	1	
0	28.6825	0.501511	0.660071	
1	28.7847	0	0	
0	15.2866	1	1	
1	15.627	0	0	
0	13.5542	1	1	
1	14.2532	0	0	
1	14.3625	0	0	
0	3.37101	1	1	
1	3.46687	0	0	
1	4.14681	0	0	
1	4.49323	0	0	
0	25.3099	0.30093	1	
0	12.4107	1	1	
1	13.312	0	0	
1	13.3638	0	0	
1	13.3717	0	0	
0	2.07711	1	1	
1	2.36138	0	0	
1	2.54739	0	0	
1	3.46564	0	0	
1	5.97299	0	0	
1	14.1145	0	0	
0	17.819	1	1	
1	18.2244	0	0	
0	15.9267	0.670608	1	
0	59.9326	0.232236	1	
0	0.302018	1	1	
1	0.505573	0	0	
1	1.13879	0	0	
0	0.992895	1	1	
1	1.10422	0	0	
1	1.20935	0	0	
1	1.22685	0	0	
1	1.97228	0	0	
1	2.28944	0	0	
1	5.26171	0	0	
0	6.11436	1	1	
1	6.29881	0	0	
1	6.43358	0	0	
0	5.31022	1	1	
1	5.56042	0	0	
1	5.98723	0	0	
1	6.51941	0	0	
0	1.90216	1	1	
1	1.98114	0	0	
1	3.27298	0	0	
1	4.11874	0	0	
1	6.96162	0	0	
0	7.85882	1	1	
1	9.0567	0	0	
1	9.27577	0	0	
1	9.33373	0	0	
1	9.45228	0	0	
1	9.57433	0	0	
0	4.26694	1	1	
1	4.28791	0	0	
1	4.38146	0	0	
0	22.7612	0.426111	1	
1	23.2046	0	0	
1	23.5468	0	0	
1	24.9516	0	0	
1	25.1471	0	0	
0	25.318	1	1	
1	25.9878	0	0	
1	26.3365	0	0	
0	24.3353	1	1	
0	2.76764	1	1	
1	2.92128	0	0	
1	3.07809	0	0	
1	4.6121	0	0	
1	4.8025	0	0	
0	3.40503	1	0.656802	
1	3.82689	0	0	
1	4.25141	0	0	
0	5.11922	1	1	
0	21.3945	0.239653	1	
0	9.04066	1	1	
1	9.27207	0	0	
1	9.30528	0	0	
1	9.81053	0	0	
0	14.5943	1	1	
0	2.51322	1	1	
1	3.1798	0	0	
1	5.60859	0	0	
0	1.01772	1	1	
1	1.416	0	0	
1	2.1616	0	0	
1	2.27827	0	0	
0	7.42568	1	0.721377	
1	7.65466	0	0	
0	11.7833	0.239769	1	
0	15.7721	0.172753	1	
1	15.8169	0	0	
0	12.7091	1	1	
0	6.25876	1	1	
0	1.27641	1	1	
1	1.94178	0	0	
0	2.3501	1	1	
1	2.53519	0	0	
1	2.85047	0	0	
0	1.40042	1	1	
1	1.43512	0	0	
1	1.87459	0	0	
1	2.92585	0	0	
0	3.20452	1	1	
1	3.89648	0	0	
1	4.00026	0	0	
1	4.10127	0	0	
0	52.2291	0.0218774	1	
0	18.6832	1	1	
1	19.185	0	0	
1	19.4741	0	0	
0	11.5418	1	1	
1	11.5698	0	0	
1	11.5843	0	0	
0	6.25347	1	1	
1	6.55051	0	0	
0	1.80934	1	1	
1	2.55074	0	0	
1	2.59419	0	0	
1	3.23584	0	0	
0	3.47996	1	1	
1	3.54391	0	0	
1	4.3223	0	0	
1	6.54764	0	0	
1	6.94185	0	0	
0	4.43455	1	1	
1	5.3743	0	0	
1	6.19408	0	0	
1	7.4651	0	0	
1	7.62225	0	0	
0	7.31242	1	1	
1	7.67964	0	0	
1	7.90164	0	0	
0	3.85648	1	1	
1	3.94107	0	0	
0	4.37258	1	1	
0	3.30858	1	1	
1	3.47987	0	0	
1	3.60891	0	0	
1	3.69782	0	0	
1	4.49959	0	0	
0	0.232399	1	1	
1	0.506438	0	0	
1	0.56697	0	0	
1	1.56883	0	0	
1	2.63282	0	0	
1	4.72727	0	0	
1	5.4104	0	0	
1	5.44528	0	0	
0	5.72127	1	1	
1	5.81657	0	0	
1	6.0983	0	0	
1	6.64293	0	0	
0	2.05051	1	1	
1	2.27277	0	0	
1	2.81562	0	0	
1	4.0093	0	0	
1	6.39418	0	0	
1	6.7723	0	0	
0	5.50083	1	1	
1	5.51648	0	0	
1	5.63232	0	0	
0	7.63704	1	0.758386	
1	7.7438	0	0	
1	7.868	0	0	
1	7.89805	0	0	
1	8.03889	0	0	
0	8.4775	0.552094	1	
1	8.57008	0	0	
0	10.9132	1	0.781711	
1	11.1032	0	0	
0	8.62398	1	1	
1	8.66603	0	0	
0	11.9305	1	0.803841	
1	11.9828	0	0	
1	12.1204	0	0	
1	12.201	0	0	
0	12.0254	1	1	
1	12.2566	0	0	
1	12.2704	0	0	
1	12.3284	0	0	
1	12.5025	0	0	
1	12.7051	0	0	
1	12.9745	0	0	
1	12.9972	0	0	
0	10.4408	1	1	
0	4.0479	1	0.816545	
1	4.14803	0	0	
1	4.2057	0	0	
0	9.75739	0.269776	1	
1	10.1407	0	0	
1	10.2705	0	0	
1	10.7156	0	0	
1	10.7442	0	0	
1	10.8898	0	0	
1	11.288	0	0	
1	12.0507	0	0	
1	12.256	0	0	
0	17.5975	0.75893	1	
0	13.4225	1	1	
1	13.5675	0	0	
1	14.1581	0	0	
1	14.1668	0	0	
0	2.34169	1	1	
1	3.28458	0	0	
1	3.80745	0	0	
1	5.06444	0	0	
1	6.53832	0	0	
0	5.16851	1	1	
1	5.22309	0	0	
1	5.81882	0	0	
0	5.66259	1	1	
1	6.12308	0	0	
1	6.30692	0	0	
1	7.43495	0	0	
1	7.96515	0	0	
0	35.3504	0.546936	0.692039	
0	11.1353	1	1	
0	4.15848	1	1	
1	4.59498	0	0	
1	4.67373	0	0	
1	4.78193	0	0	
0	5.17748	1	1	
1	5.50773	0	0	
1	5.7569	0	0	
1	7.56231	0	0	
1	8.13613	0	0	
1	11.1756	0	0	
1	11.8624	0	0	
0	12.8577	1	1	
1	12.9664	0	0	
1	13.4174	0	0	
0	13.9258	1	1	
0	10.1499	1	1	
1	11.2374	0	0	
1	11.3715	0	0	
1	12.2488	0	0	
1	13.9565	0	0	
1	14.2237	0	0	
1	14.2322	0	0	
0	4.44521	1	1	
1	4.79376	0	0	
1	4.93106	0	0	
1	5.49638	0	0	
1	7.10727	0	0	
1	14.3988	0	0	
1	14.7421	0	0	
0	41.5234	0.356675	1	
0	38.4209	1	1	
0	17.9614	1	1	
0	11.599	1	1	
1	11.7585	0	0	
0	11.8599	1	1	
1	11.9377	0	0	
0	6.8235	1	1	
1	7.42161	0	0	
1	7.71805	0	0	
0	6.63459	1	1	
1	6.85316	0	0	
0	5.02396	1	1	
1	5.03737	0	0	
1	5.18752	0	0	
1	5.34611	0	0	
1	6.54457	0	0	
1	6.85604	0	0	
1	6.93973	0	0	
0	8.71242	1	1	
1	8.72436	0	0	
0	8.89338	1	1	
1	9.16698	0	0	
0	3.70348	1	1	
1	4.15429	0	0	
1	6.26393	0	0	
1	6.78127	0	0	
1	9.27445	0	0	
1	9.68859	0	0	
0	2.72782	0.292362	1	
1	3.7581	0	0	
1	4.04845	0	0	
1	6.62333	0	0	
1	8.84105	0	0	
1	9.80841	0	0	
1	9.88056	0	0	
0	1.93722	1	1	
1	2.48701	0	0	
1	2.49119	0	0	
1	2.60243	0	0	
0	2.70706	1	1	
0	7.1113	0.216208	1	
0	62.4401	0.0546504	1	
1	62.4912	0	0	
0	62.7071	1	1	
0	12.0881	1	1	
0	0.233492	1	1	
1	0.674194	0	0	
1	0.684085	0	0	
1	1.72896	0	0	
0	2.11533	1	1	
0	1.76961	1	1	
1	3.05304	0	0	
1	3.19809	0	0	
1	3.40312	0	0	
1	3.7745	0	0	
0	1.0146	1	1	
1	1.13385	0	0	
1	1.78727	0	0	
1	2.43073	0	0	
1	3.06947	0	0	
0	10.4664	0.396629	1	
1	11.1931	0	0	
1	11.3048	0	0	
0	6.04061	1	1	
1	6.11784	0	0	
1	6.25321	0	0	
0	3.88446	1	1	
1	3.97136	0	0	
1	4.17333	0	0	
0	4.62546	1	1	
1	5.17238	0	0	
0	3.16144	1	1	
1	3.21633	0	0	
1	3.67314	0	0	
1	4.04229	0	0	
1	4.3326	0	0	
1	5.34657	0	0	
1	5.80216	0	0	
1	6.29354	0	0	
1	6.58132	0	0	
1	6.5901	0	0	
0	7.03957	1	1	
0	7.07361	1	1	
1	7.13287	0	0	
1	7.5714	0	0	
0	7.6477	1	1	
0	7.80527	1	1	
0	8.17886	1	0.976903	
1	8.23499	0	0	
0	8.34415	1	1	
0	6.06681	1	1	
1	6.09391	0	0	
1	6.42513	0	0	
1	6.54102	0	0	
0	0.139211	1	1	
1	0.340405	0	0	
1	0.766874	0	0	
1	1.01183	0	0	
1	2.1423	0	0	
0	1.32166	1	1	
1	1.46154	0	0	
1	1.75005	0	0	
0	2.59826	1	1	
1	3.11381	0	0	
1	3.11655	0	0	
1	3.14368	0	0	
1	3.22984	0	0	
0	4.12951	1	1	
0	2.62557	0.582783	1	
1	2.63866	0	0	
1	2.7045	0	0	
1	2.78796	0	0	
1	2.99122	0	0	
1	4.21979	0	0	
1	4.34896	0	0	
1	4.74286	0	0	
1	5.02535	0	0	
1	5.1401	0	0	
1	5.53374	0	0	
0	5.76012	1	1	
1	5.88163	0	0	
0	8.76896	0.726571	1	
1	8.97614	0	0	
1	9.01385	0	0	
1	9.09548	0	0	
0	1.77275	1	0.0723758	
1	2.04129	0	0	
1	2.22	0	0	
1	2.48962	0	0	
1	3.03615	0	0	
0	1.74382	1	0.404591	
1	1.91615	0	0	
1	1.94832	0	0	
1	2.0105	0	0	
1	2.29137	0	0	
1	3.81398	0	0	
0	6.34616	1	0.798366	
0	4.6427	1	1	
1	4.69704	0	0	
1	5.33371	0	0	
0	29.2968	0.265392	0.952833	
1	29.3335	0	0	
0	29.3397	1	1	
0	24.7649	1	1	
0	14.8183	1	1	
1	14.8713	0	0	
0	12.6371	1	1	
1	12.9289	0	0	
1	13.3892	0	0	
0	14.3984	1	1	
0	0.0227321	1	1	
1	0.0524622	0	0	
1	0.259826	0	0	
1	0.365283	0	0	
1	0.835049	0	0	
0	5.14062	1	1	
1	5.3051	0	0	
0	4.38332	1	1	
1	4.41164	0	0	
1	4.41819	0	0	
1	4.92879	0	0	
1	6.23936	0	0	
1	6.38627	0	0	
1	8.86122	0	0	
0	16.6822	0.247271	1	
1	16.9067	0	0	
1	17.093	0	0	
1	17.8698	0	0	
0	9.44324	1	1	
1	9.9519	0	0	
1	10.0047	0	0	
1	12.108	0	0	
1	12.2991	0	0	
0	6.48134	1	1	
1	7.02418	0	0	
1	9.08262	0	0	
1	10.7263	0	0	
0	55.1512	0.250075	1	
0	8.2635	1	1	
0	4.94452	1	1	
1	5.00914	0	0	
1	5.39848	0	0	
1	6.31905	0	0	
1	8.29575	0	0	
1	8.86944	0	0	
1	9.85311	0	0	
0	10.8158	1	1	
0	8.76698	1	1	
1	8.81691	0	0	
1	9.37523	0	0	
0	2.33381	1	1	
1	2.3407	0	0	
1	4.11726	0	0	
1	6.25744	0	0	
0	8.22133	1	1	
1	8.28694	0	0	
0	2.01414	1	1	
1	2.29723	0	0	
1	2.44578	0	0	
1	3.04645	0	0	
0	4.41054	1	1	
1	4.84515	0	0	
0	0.54991	1	1	
1	0.749882	0	0	
1	1.61881	0	0	
1	2.75229	0	0	
0	3.41337	1	1	
0	1.77614	1	1	
1	1.93982	0	0	
1	2.07077	0	0	
1	3.20694	0	0	
0	3.45598	1	1	
1	3.51522	0	0	
1	3.82345	0	0	
1	3.96713	0	0	
1	4.18044	0	0	
1	4.2227	0	0	
0	1.35848	1	1	
1	1.36821	0	0	
0	15.3704	0.070585	1	
1	15.5813	0	0	
0	15.6606	1	1	
0	15.9796	1	1	
1	16.0551	0	0	
1	16.0976	0	0	
1	16.1051	0	0	
1	16.6123	0	0	
0	14.6149	1	1	
0	11.332	1	1	
0	2.25761	1	1	
1	2.36629	0	0	
1	2.51089	0	0	
1	2.55144	0	0	
0	3.26728	1	1	
0	1.06151	1	1	
1	1.10211	0	0	
1	1.42409	0	0	
1	3.72029	0	0	
1	4.07612	0	0	
0	4.20463	1	1	
1	4.53314	0	0	
1	4.71685	0	0	
1	5.25893	0	0	
0	5.99335	1	1	
0	14.6035	0.427356	1	
1	14.8939	0	0	
1	15.0456	0	0	
0	3.57702	1	1	
1	3.70824	0	0	
1	4.47083	0	0	
0	6.81687	1	0.938073	
1	7.01843	0	0	
1	7.28103	0	0	
1	7.6308	0	0	
1	7.91336	0	0	
1	8.01175	0	0	
0	7.24229	1	1	
0	0.633339	1	1	
1	0.803155	0	0	
1	1.75853	0	0	
1	2.72192	0	0	
0	17.1002	0.17488	1	
0	21.3915	0.0901903	1	
1	21.6311	0	0	
0	9.57036	1	1	
1	10.1107	0	0	
1	10.7708	0	0	
0	11.3577	1	1	
1	11.6929	0	0	
1	11.7415	0	0	
1	11.7423	0	0	
1	11.8729	0	0	
0	4.94187	1	1	
1	5.36501	0	0	
1	7.35008	0	0	
0	6.32392	1	0.152377	
1	6.34184	0	0	
1	6.99962	0	0	
0	2.39116	1	1	
1	2.64147	0	0	
1	3.43219	0	0	
0	10.9255	1	0.397778	
0	10.7361	1	1	
1	10.8675	0	0	
1	11.0588	0	0	
0	1.87657	1	1	
1	2.07505	0	0	
1	2.661	0	0	
1	3.47473	0	0	
0	7.10573	1	0.571058	
0	8.48313	0.542994	0.726064	
0	4.65571	0.460046	0.648915	
1	5.05324	0	0	
1	5.42252	0	0	
1	5.84562	0	0	
0	2.64196	1	1	
1	2.65752	0	0	
1	2.68388	0	0	
1	3.59065	0	0	
1	3.60999	0	0	
0	6.08922	1	0.99051	
1	6.30143	0	0	
1	6.60919	0	0	
1	7.32715	0	0	
1	7.32754	0	0	
1	7.60012	0	0	
1	8.50704	0	0	
1	8.7066	0	0	
1	8.93673	0	0	
1	9.05811	0	0	
1	9.3018	0	0	
1	9.52051	0	0	
0	8.24828	0.30145	1	
1	8.33222	0	0	
0	18.8745	0.301483	1	
0	10.3003	1	1	
1	10.3658	0	0	
1	10.6314	0	0	
1	12.8017	0	0	
0	20.9339	0.732189	1	
0	21.0972	1	1	
1	21.3956	0	0	
1	21.4671	0	0	
0	12.1863	1	1	
0	4.48012	1	1	
1	4.48524	0	0	
1	5.08101	0	0	
1	5.61385	0	0	
1	6.92236	0	0	
0	10.0786	1	1	
0	4.72581	1	1	
1	4.90136	0	0	
1	5.51298	0	0	
0	1.94652	1	1	
1	1.98766	0	0	
1	2.02607	0	0	
1	2.19594	0	0	
0	2.66634	1	1	
1	2.85567	0	0	
0	3.07639	1	1	
1	3.29928	0	0	
1	3.35592	0	0	
1	3.40313	0	0	
1	5.03983	0	0	
1	5.96659	0	0	
1	6.08559	0	0	
1	6.35216	0	0	
1	7.31001	0	0	
0	31.9847	0.239119	1	
0	25.6529	1	1	
1	25.7585	0	0	
1	25.7658	0	0	
1	26.9545	0	0	
0	21.3736	1	1	
0	11.0745	1	1	
1	11.1637	0	0	
0	4.32879	1	1	
1	4.41099	0	0	
0	3.1184	1	1	
1	3.39774	0	0	
1	3.81162	0	0	
1	4.56011	0	0	
1	4.7002	0	0	
1	4.76538	0	0	
1	5.09114	0	0	
0	7.48619	1	1	
1	7.75218	0	0	
0	6.58763	1	1	
1	6.65627	0	0	
1	7.29785	0	0	
1	8.09472	0	0	
0	8.21144	1	1	
1	8.70396	0	0	
0	8.89275	1	1	
1	9.25577	0	0	
0	2.8108	1	1	
0	2.11761	1	1	
1	2.63648	0	0	
1	3.45939	0	0	
1	3.52851	0	0	
1	4.06779	0	0	
1	4.16554	0	0	
1	4.43504	0	0	
1	5.04107	0	0	
1	6.13887	0	0	
0	6.21642	1	1	
0	0.219892	1	1	
1	0.293013	0	0	
1	0.455136	0	0	
1	0.544721	0	0	
0	5.02181	1	1	
1	5.30319	0	0	
1	6.05719	0	0	
0	6.32013	1	1	
1	6.34045	0	0	
1	6.46186	0	0	
0	3.81218	1	1	
1	4.15053	0	0	
1	4.19046	0	0	
1	5.05013	0	0	
1	6.61016	0	0	
1	6.89532	0	0	
